"benchmark_log_id";"case_id";"event_index";"activity";"start_time";"end_time";"role";"resource";"text_content";"word_count";"template_id";"template_family";"slot_schema_json";"slot_values_json";"is_deviation";"deviation_type";"ground_truth_next_activity";"process_id";"regime"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"2";"Validate request";"2026-01-19 09:49:00";"2026-01-19 09:56:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00007391 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007391""}";"0";"none";"Check budget";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"3";"Check budget";"2026-01-19 10:55:00";"2026-01-19 11:27:00";"Financial Officer";"Luís Ferreira";"Budget availability was confirmed for process PROC.2026.00007391, in the amount of 7.238,50€, under budget record BUD.2026.00007327. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""7.238,50€"", ""BUDGET_ID"": ""BUD.2026.00007327"", ""PROCESS_ID"": ""PROC.2026.00007391""}";"0";"none";"Authorize expense";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"4";"Authorize expense";"2026-01-19 12:05:00";"2026-01-19 12:36:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00007391, in the amount of 7.238,50€, under the applicable reference Law 35/2014. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""7.238,50€"", ""LEGAL_REF"": ""Law 35/2014"", ""PROCESS_ID"": ""PROC.2026.00007391""}";"0";"none";"Commit expense";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"5";"Commit expense";"2026-01-19 13:41:00";"2026-01-19 14:14:00";"Financial Officer";"Luís Ferreira";"Commitment COM.2026.00007317 was generated for process PROC.2026.00007391, in the amount of 7.238,50€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""7.238,50€"", ""COMMITMENT_ID"": ""COM.2026.00007317"", ""PROCESS_ID"": ""PROC.2026.00007391""}";"0";"none";"Issue order";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"6";"Issue order";"2026-01-19 14:54:00";"2026-01-19 15:01:00";"Procurement Officer";"Nuno Pinto";"The order ORD.2026.00007349 was issued for project Secure Archive within process PROC.2026.00007391. The document consolidates the administrative, budgetary, and authorization information previously recorded, allowing the case to move to notification and final closure activities.";"38";"ORD_T2";"ORD";"[""ORDER_ID"", ""PROCESS_ID"", ""PROJECT""]";"{""ORDER_ID"": ""ORD.2026.00007349"", ""PROCESS_ID"": ""PROC.2026.00007391"", ""PROJECT"": ""Secure Archive""}";"0";"none";"Notify requester";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"7";"Notify requester";"2026-01-19 16:00:00";"2026-01-19 16:30:00";"Administrative Officer";"Ana Silva";"Requester Clara Reis was notified about the outcome of process PROC.2026.00007391. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00007391"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Close";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00073";"8";"Close";"2026-01-19 16:52:00";"2026-01-19 16:57:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00007391 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007391""}";"0";"none";"<END>";"PROC.2026.00007391";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"1";"Register request";"2026-01-19 09:30:00";"2026-01-19 10:03:00";"Administrative Officer";"Ana Silva";"The case PROC.2026.00007470 was opened for project Secure Archive, with the initial amount recorded as 1.153,75€. The submitted information was accepted for preliminary registration, and the process was made available for formal validation before any budgetary or authorization steps are performed.";"45";"REG_T2";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT""]";"{""AMOUNT"": ""1.153,75€"", ""PROCESS_ID"": ""PROC.2026.00007470"", ""PROJECT"": ""Secure Archive""}";"0";"none";"Validate request";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"2";"Validate request";"2026-01-19 10:53:00";"2026-01-19 11:01:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00007470 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007470""}";"0";"none";"Check budget";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"3";"Check budget";"2026-01-19 11:56:00";"2026-01-19 12:31:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00007470, in the amount of 1.153,75€, under budget record BUD.2026.00007445. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""1.153,75€"", ""BUDGET_ID"": ""BUD.2026.00007445"", ""PROCESS_ID"": ""PROC.2026.00007470""}";"0";"none";"Authorize expense";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"4";"Authorize expense";"2026-01-19 12:38:00";"2026-01-19 12:55:00";"Director";"Teresa Moreira";"I authorize the expense for process PROC.2026.00007470, in the amount of 1.153,75€, under the applicable reference Article 16. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""1.153,75€"", ""LEGAL_REF"": ""Article 16"", ""PROCESS_ID"": ""PROC.2026.00007470""}";"0";"none";"Commit expense";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"5";"Commit expense";"2026-01-19 13:46:00";"2026-01-19 13:57:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00007419 was generated for process PROC.2026.00007470, in the amount of 1.153,75€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""1.153,75€"", ""COMMITMENT_ID"": ""COM.2026.00007419"", ""PROCESS_ID"": ""PROC.2026.00007470""}";"0";"none";"Issue order";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"6";"Issue order";"2026-01-19 14:09:00";"2026-01-19 14:35:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00007412 was issued for process PROC.2026.00007470. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00007412"", ""PROCESS_ID"": ""PROC.2026.00007470""}";"0";"none";"Notify requester";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"7";"Notify requester";"2026-01-19 15:26:00";"2026-01-19 15:50:00";"Administrative Officer";"João Ribeiro";"Requester Alice Martins was notified about the outcome of process PROC.2026.00007470. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00007470"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Close";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00074";"8";"Close";"2026-01-19 16:19:00";"2026-01-19 16:26:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00007470 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007470""}";"0";"none";"<END>";"PROC.2026.00007470";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"1";"Register request";"2026-01-20 09:46:00";"2026-01-20 10:17:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00007565 was registered by Clara Reis for project Digital Campus, with an estimated amount of 5.574,50€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""5.574,50€"", ""PROCESS_ID"": ""PROC.2026.00007565"", ""PROJECT"": ""Digital Campus"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Validate request";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"2";"Validate request";"2026-01-20 11:25:00";"2026-01-20 11:38:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00007565 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007565""}";"0";"none";"Check budget";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"3";"Check budget";"2026-01-20 12:16:00";"2026-01-20 12:46:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00007565, in the amount of 5.574,50€, under budget record BUD.2026.00007578. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""5.574,50€"", ""BUDGET_ID"": ""BUD.2026.00007578"", ""PROCESS_ID"": ""PROC.2026.00007565""}";"0";"none";"Authorize expense";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"4";"Authorize expense";"2026-01-20 13:21:00";"2026-01-20 13:27:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00007565, in the amount of 5.574,50€, under the applicable reference DL 18/2008. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""5.574,50€"", ""LEGAL_REF"": ""DL 18/2008"", ""PROCESS_ID"": ""PROC.2026.00007565""}";"0";"none";"Commit expense";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"5";"Commit expense";"2026-01-20 14:07:00";"2026-01-20 14:34:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00007578 was generated for process PROC.2026.00007565, in the amount of 5.574,50€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""5.574,50€"", ""COMMITMENT_ID"": ""COM.2026.00007578"", ""PROCESS_ID"": ""PROC.2026.00007565""}";"0";"none";"Issue order";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"6";"Issue order";"2026-01-20 15:08:00";"2026-01-20 15:15:00";"Procurement Officer";"Nuno Pinto";"Order ORD.2026.00007515 was issued for process PROC.2026.00007565. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00007515"", ""PROCESS_ID"": ""PROC.2026.00007565""}";"0";"none";"Notify requester";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"7";"Notify requester";"2026-01-20 15:26:00";"2026-01-20 15:56:00";"Administrative Officer";"João Ribeiro";"Requester Clara Reis was notified about the outcome of process PROC.2026.00007565. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00007565"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Close";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00075";"8";"Close";"2026-01-20 16:30:00";"2026-01-20 16:52:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00007565 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007565""}";"0";"none";"<END>";"PROC.2026.00007565";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"1";"Register request";"2026-01-20 10:38:00";"2026-01-20 11:08:00";"Administrative Officer";"Ana Silva";"Request PROC.2026.00007682 was registered by Clara Reis for project Digital Campus, with an estimated amount of 6.140,75€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""6.140,75€"", ""PROCESS_ID"": ""PROC.2026.00007682"", ""PROJECT"": ""Digital Campus"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Validate request";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"2";"Validate request";"2026-01-20 12:10:00";"2026-01-20 12:34:00";"Case Manager";"Carla Almeida";"Validation was completed for process PROC.2026.00007682, and the documentation was considered sufficient for further processing. The case remains consistent with the expected administrative requirements and may proceed to the next financial verification activity according to the prescribed workflow.";"40";"VAL_T2";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007682""}";"0";"none";"Check budget";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"3";"Check budget";"2026-01-20 13:39:00";"2026-01-20 14:01:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00007682, in the amount of 6.140,75€, under budget record BUD.2026.00007638. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.140,75€"", ""BUDGET_ID"": ""BUD.2026.00007638"", ""PROCESS_ID"": ""PROC.2026.00007682""}";"0";"none";"Authorize expense";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"4";"Authorize expense";"2026-01-20 14:28:00";"2026-01-20 15:02:00";"Director";"Rui Carvalho";"I authorize the expense for process PROC.2026.00007682, in the amount of 6.140,75€, under the applicable reference DL 18/2008. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.140,75€"", ""LEGAL_REF"": ""DL 18/2008"", ""PROCESS_ID"": ""PROC.2026.00007682""}";"0";"none";"Commit expense";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"5";"Commit expense";"2026-01-20 15:32:00";"2026-01-20 15:45:00";"Financial Officer";"Luís Ferreira";"Commitment COM.2026.00007643 was generated for process PROC.2026.00007682, in the amount of 6.140,75€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.140,75€"", ""COMMITMENT_ID"": ""COM.2026.00007643"", ""PROCESS_ID"": ""PROC.2026.00007682""}";"0";"none";"Issue order";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"6";"Issue order";"2026-01-20 16:21:00";"2026-01-20 16:44:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00007670 was issued for process PROC.2026.00007682. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00007670"", ""PROCESS_ID"": ""PROC.2026.00007682""}";"0";"none";"Notify requester";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"7";"Notify requester";"2026-01-20 17:35:00";"2026-01-20 17:47:00";"Administrative Officer";"João Ribeiro";"Requester Clara Reis was notified about the outcome of process PROC.2026.00007682. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00007682"", ""REQUESTER"": ""Clara Reis""}";"0";"none";"Close";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00076";"8";"Close";"2026-01-20 18:14:00";"2026-01-20 18:46:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00007682 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007682""}";"0";"none";"<END>";"PROC.2026.00007682";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"1";"Register request";"2026-01-20 10:50:00";"2026-01-20 11:05:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00007729 was registered by Alice Martins for project Secure Archive, with an estimated amount of 7.252,75€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""7.252,75€"", ""PROCESS_ID"": ""PROC.2026.00007729"", ""PROJECT"": ""Secure Archive"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Validate request";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"2";"Validate request";"2026-01-20 11:59:00";"2026-01-20 12:10:00";"Case Manager";"Paulo Santos";"The request PROC.2026.00007729 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007729""}";"0";"none";"Check budget";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"3";"Check budget";"2026-01-20 12:25:00";"2026-01-20 12:50:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00007729, in the amount of 7.252,75€, under budget record BUD.2026.00007758. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""7.252,75€"", ""BUDGET_ID"": ""BUD.2026.00007758"", ""PROCESS_ID"": ""PROC.2026.00007729""}";"0";"none";"Authorize expense";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"4";"Authorize expense";"2026-01-20 13:37:00";"2026-01-20 14:08:00";"Director";"Teresa Moreira";"I authorize the expense for process PROC.2026.00007729, in the amount of 7.252,75€, under the applicable reference Law 35/2014. The authorization is issued after validation of the administrative and budgetary elements, enabling the process to continue to the commitment stage.";"43";"AUT_T1";"AUT";"[""AMOUNT"", ""LEGAL_REF"", ""PROCESS_ID""]";"{""AMOUNT"": ""7.252,75€"", ""LEGAL_REF"": ""Law 35/2014"", ""PROCESS_ID"": ""PROC.2026.00007729""}";"0";"none";"Commit expense";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"5";"Commit expense";"2026-01-20 14:26:00";"2026-01-20 14:41:00";"Financial Officer";"Sofia Lopes";"Commitment COM.2026.00007713 was generated for process PROC.2026.00007729, in the amount of 7.252,75€. The commitment records the authorized expenditure in the financial system and confirms that the process has the necessary budgetary support to proceed to the order or contract stage.";"46";"COM_T1";"COM";"[""AMOUNT"", ""COMMITMENT_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""7.252,75€"", ""COMMITMENT_ID"": ""COM.2026.00007713"", ""PROCESS_ID"": ""PROC.2026.00007729""}";"0";"none";"Issue order";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"6";"Issue order";"2026-01-20 15:36:00";"2026-01-20 16:08:00";"Procurement Officer";"Beatriz Correia";"Order ORD.2026.00007767 was issued for process PROC.2026.00007729. The order document reflects the validated request, the authorized expenditure, and the recorded financial commitment, and it is now available to support communication with the requester and the completion of the procurement procedure.";"44";"ORD_T1";"ORD";"[""ORDER_ID"", ""PROCESS_ID""]";"{""ORDER_ID"": ""ORD.2026.00007767"", ""PROCESS_ID"": ""PROC.2026.00007729""}";"0";"none";"Notify requester";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"7";"Notify requester";"2026-01-20 16:24:00";"2026-01-20 16:44:00";"Administrative Officer";"Ana Silva";"Requester Alice Martins was notified about the outcome of process PROC.2026.00007729. The communication includes the relevant administrative information and confirms that the preceding validation, authorization, commitment, and order activities have been completed, allowing the process to move toward closure.";"41";"NOT_T1";"NOT";"[""PROCESS_ID"", ""REQUESTER""]";"{""PROCESS_ID"": ""PROC.2026.00007729"", ""REQUESTER"": ""Alice Martins""}";"0";"none";"Close";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00077";"8";"Close";"2026-01-20 17:19:00";"2026-01-20 17:29:00";"Administrative Officer";"Ana Silva";"Process PROC.2026.00007729 was closed and archived after completion of the required administrative, financial, and notification activities. No additional action is pending in the workflow, and the case history contains the necessary evidence to support future consultation or audit requirements.";"41";"CLO_T1";"CLO";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007729""}";"0";"none";"<END>";"PROC.2026.00007729";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00079";"1";"Register request";"2026-01-20 10:50:00";"2026-01-20 10:57:00";"Administrative Officer";"João Ribeiro";"Request PROC.2026.00007969 was registered by Diogo Almeida for project Digital Campus, with an estimated amount of 6.059,25€. The case was opened with the available administrative information, assigned to the competent service, and prepared for subsequent validation of documents, budget information, and process eligibility.";"47";"REG_T1";"REG";"[""AMOUNT"", ""PROCESS_ID"", ""PROJECT"", ""REQUESTER""]";"{""AMOUNT"": ""6.059,25€"", ""PROCESS_ID"": ""PROC.2026.00007969"", ""PROJECT"": ""Digital Campus"", ""REQUESTER"": ""Diogo Almeida""}";"0";"none";"Validate request";"PROC.2026.00007969";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00079";"2";"Validate request";"2026-01-20 11:20:00";"2026-01-20 11:28:00";"Case Manager";"Carla Almeida";"The request PROC.2026.00007969 was validated on the basis of the submitted administrative elements. The information available in the case is sufficient to continue the workflow, allowing the process to proceed to budget checking without requiring additional clarification from the requester at this stage.";"45";"VAL_T1";"VAL";"[""PROCESS_ID""]";"{""PROCESS_ID"": ""PROC.2026.00007969""}";"0";"none";"Check budget";"PROC.2026.00007969";"controlled_reference_prescribed"
"CREF_PRESCRIBED_HIGH_LQ_40_50W";"CREF_CASE_00079";"3";"Check budget";"2026-01-20 12:24:00";"2026-01-20 12:52:00";"Financial Officer";"Sofia Lopes";"Budget availability was confirmed for process PROC.2026.00007969, in the amount of 6.059,25€, under budget record BUD.2026.00007922. The financial information was checked against the registered request, and no budgetary obstacle was identified for continuing the authorization and commitment stages.";"44";"BUD_T1";"BUD";"[""AMOUNT"", ""BUDGET_ID"", ""PROCESS_ID""]";"{""AMOUNT"": ""6.059,25€"", ""BUDGET_ID"": ""BUD.2026.00007922"", ""PROCESS_ID"": ""PROC.2026.00007969""}";"0";"none";"Authorize expense";"PROC.2026.00007969";"controlled_reference_prescribed"
